IUPAC,ion1,ion2,density
3-[3-(2-hydroxyethyl)-1H-imidazol-3-ium-1-yl]propanenitrile thiocyanate,[S-1][C][#N],[O][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][#N],1216.2
1-methyl-3-octyl-1H-imidazolium thiocyanate,[S-1][C][#N],[C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1026.36
1-butyl-1-methylpyrrolidinium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1024.785
1-butyl-3-methylimidazolium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1070.3125
1-butyl-4-methylpyridinium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],1061.42
3-butyl-1-(2-cyanoethyl)-imidazolium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][#N],1140.15
3-(3-allyl-1H-imidazol-3-ium-1-yl)propanenitrile thiocyanate,[S-1][C][#N],[C][Branch1][Ring1][C][=C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][#N],1162.1
1-allyl-3-methylimidazolium thiocyanate,[S-1][C][#N],[C][Branch1][Ring1][C][=C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1167
1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,[S-1][C][#N],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][O][C],1122.1
1-ethyl-3-methylimidazolium thiocyanate,[S-1][C][#N],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1119.088889
2-octylisoquinolinium thiocyanate,[S-1][C][#N],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],1061.7
3-(3-benzyl-1H-imidazol-3-ium-1-yl)propanenitrile thiocyanate,[S-1][C][#N],[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][#N],1174
1-hexyl-3-methylimidazolium thiocyanate,[S-1][C][#N],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1056.816667
3-decyl-1-methyl-1H-imidazolium thiocyanate,[S-1][C][#N],[C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1011
1-methyl-3-octylimidazolium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1115.9
1-butyl-3-methyl-1H-imidazolium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1198.9
"2-ethyl-1,1,3,3-tetramethylguanidinium ethyl sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][NH1+1][=C][Branch1][=Branch1][N][Branch1][C][C][C][N][Branch1][C][C][C],1167.2
4-ethyl-4-methylmorpholinium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][Branch1][Branch2][C][C][O][C][C][Ring1][=Branch1][C],1252.3
1-ethyl-1-methylpiperidinium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C],1181.3
"1,3-diethylimidazolium ethyl sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1203.4
1-ethyl-3-methylimidazolium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1236.760488
1-ethylpyridinium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1252
1-hexyl-3-methylimidazolium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1144.3
1-methyl-3-octylimidazolium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1114.5
"1,3-dimethylpyridinium methyl sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1302.5
tributylmethylphosphonium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],1061.466667
1-butyl-1-methylpyrrolidinium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1166.85
1-butyl-3-methylimidazolium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1209.161111
1-ethyl-3-methylimidazolium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1292.025556
2-ethyl-1-methylpyridinium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][C][C][C][=N+1][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C],1284.7
1-benzyl-3-methyl-1H-imidazolium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1184.6
1-hexyl-3-methylimidazolium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1162.9
1-ethyl-3-methylimidazolium decyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][N][O][C][C][C][C][C][C][C][C][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1100.7
"4-methyl-1-propyl-1,2,4-triazolium tosylate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],[C][N][C][=N][N+1][=Branch1][Ring2][=C][Ring1][Branch1][C][C][C],1224.8
tetradecyl(trihexyl)phosphonium tosylate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],[C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][P+1][Branch1][#Branch1][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C],1003
trimethylammonium hydrogen sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][NH1+1][Branch1][C][C][C],1467.59
"2,3-dimethyl-1-pentylimidazolium hydrogen sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][C][=N+1][Branch1][#Branch1][C][=C][N][Ring1][Branch1][C][C][C][C][C][C],1190.1
"2,3-dimethyl-1-propylimidazolium hydrogen sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][C][=N+1][Branch1][#Branch1][C][=C][N][Ring1][Branch1][C][C][C][C],1232.8
1-butyl-3-methylimidazolium hydrogen sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1220.1
"1-butyl-2,3-dimethylimidazolium hydrogen sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][Branch1][=Branch2][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1210.6
diethylammonium hydrogen sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][Branch1][C][C][NH2+1][C][C],1380
1-ethyl-3-methylimidazolium hydrogen sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1366.2425
"1-ethyl-2,3-dimethylimidazolium hydrogen sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][Branch1][C][C][N+1][=C][Branch1][=Branch2][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1254.4
3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium 3-sulfobenzoate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Ring1][=Branch2],[C][#Branch1][C][#N][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1182.8
3-(2-cyanoethyl)-1-hexyl-1H-imidazolium 3-sulfobenzoate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Ring1][=Branch2],[C][#Branch1][C][#N][C][C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C],1244.6
3-(2-cyanoethyl)-1-decylimidazolium 3-sulfobenzoate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Ring1][=Branch2],[C][#Branch1][C][#N][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C][C][C],1133.5
3-ethyl-1-methyl-1H-imidazolium hexyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Branch2][O][C][C][C][C][C][C][O-1],[C][Branch1][C][C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1129.925
1-butyl-3-(2-cyanoethyl)-1H-imidazol-3-ium dodecyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=C][O][C][C][C][C][C][C][C][C][C][C][C][C][O-1],[C][Branch1][Ring2][C][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][#N],1123.2
"(S)-1,5-diisopropoxy-1,5-dioxopentan-2-aminium dodecyl sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=C][O][C][C][C][C][C][C][C][C][C][C][C][C][O-1],[C][Branch1][C][C][Branch1][C][C][O][C][Branch1][P][C@H1][Branch1][=N][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][NH3+1][=O],1050.3
(S)-1-isopropoxy-3-methyl-1-oxobutan-2-aminium dodecyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=C][O][C][C][C][C][C][C][C][C][C][C][C][C][O-1],[C][Branch1][C][C][Branch1][C][C][O][C][Branch1][#Branch2][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][NH3+1][=O],1026.1
(S)-2-(isopropoxycarbonyl)pyrrolidin-1-ium dodecyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=C][O][C][C][C][C][C][C][C][C][C][C][C][C][O-1],[C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C@H1][NH2+1][C][C][C][Ring1][Branch1],1046.8
(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=C][O][C][C][C][C][C][C][C][C][C][C][C][C][O-1],[C][Branch1][=Branch1][C][Branch1][C][C][C][O][C][Branch1][=Branch1][C@H1][Branch1][C][C][NH3+1][=O],1041.8
(S)-2-(isobutoxycarbonyl)pyrrolidinium dodecyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=C][O][C][C][C][C][C][C][C][C][C][C][C][C][O-1],[C][Branch1][=Branch1][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C@H1][NH2+1][C][C][C][Ring1][Branch1],1035.9
3-(2-cyanoethyl)-1-hexyl-1H-imidazolium dodecyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=C][O][C][C][C][C][C][C][C][C][C][C][C][C][O-1],[C][#Branch1][C][#N][C][C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C],1097.8
1-methyl-3-octylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=Branch2][O][C][C][O][C][C][O][C][O-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1116.6
1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=Branch2][O][C][C][O][C][C][O][C][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1183
3-ethyl-1-methylimidazolium butyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=Branch1][O][C][C][C][C][O-1],[C][Branch1][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1175.95
1-butyl-3-methylimidazolium octyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][#Branch2][O][C][C][C][C][C][C][C][C][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1066.22
1-ethyl-3-methylimidazolium octyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][#Branch2][O][C][C][C][C][C][C][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1094.54
1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,[P][Branch1][Ring2][O][C][C][Branch1][C][O-1][=O],[C][Branch1][C][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C],1094.1
"1,3-dimethylimidazolium methyl phosphonate",[P][Branch1][Ring1][O][C][Branch1][C][O-1][=O],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1230.6
1-ethyl-3-methylimidazolium methyl phosphonate,[P][Branch1][Ring1][O][C][Branch1][C][O-1][=O],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1191.8
1-butyl-1-methylpiperidin-1-ium butyl phosphonate,[P][Branch1][=Branch1][O][C][C][C][C][Branch1][C][O-1][=O],[C][Branch1][Ring2][C][C][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C],1053.61
1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,[P][Branch1][=Branch1][O][C][C][C][C][Branch1][C][O-1][=O],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1081.6
1-methyl-1-octylpiperidin-1-ium octyl phosphonate,[P][Branch1][#Branch2][O][C][C][C][C][C][C][C][C][Branch1][C][O-1][=O],[C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C],969.4
1-ethyl-3-methylimidazolium diethyl phosphate,[P][=Branch1][C][=O][Branch1][Ring2][O][C][C][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1145.533333
"1,3-diethyl-1H-imidazol-3-ium diethyl phosphate",[P][=Branch1][C][=O][Branch1][Ring2][O][C][C][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1125
1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,[P][=Branch1][C][=O][Branch1][Ring1][O][C][Branch1][Ring1][O][C][O-1],[O][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1229.8
trimethylammonium dihydrogen phosphate,[P][=Branch1][C][=O][Branch1][C][O][Branch1][C][O][O-1],[C][NH1+1][Branch1][C][C][C],1353.605
1-methyl-3-pentylimidazolium dihydrogen phosphate,[P][=Branch1][C][=O][Branch1][C][O][Branch1][C][O][O-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C],1142.3
1-methyl-3-propylimidazolium dihydrogen phosphate,[P][=Branch1][C][=O][Branch1][C][O][Branch1][C][O][O-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C],1195.5
1-butyl-3-methylimidazolium dihydrogen phosphate,[P][=Branch1][C][=O][Branch1][C][O][Branch1][C][O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1176.5
triethylammonium dihydrogen phosphate,[P][=Branch1][C][=O][Branch1][C][O][Branch1][C][O][O-1],[C][Branch1][C][C][NH1+1][Branch1][Ring1][C][C][C][C],1125.7
1-ethylpyridinium triflate,[O-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1404.8
"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",[O][C][C][N][Branch1][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][C][O],[O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],1244.8
tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,[O][C][C][N][Branch1][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][C][O],[C][Branch1][Ring2][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],1061
tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,[O][C][Branch1][#Branch2][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][N][C][C][O][C][C][Ring1][=Branch1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],1056.8
"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",[O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C],[O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],1138
3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,[O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C],[C][Branch1][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1146.1
1-ethyl-3-methylimidazolium ammonioacetate,[NH3+1][C][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1157.85
"1,1,3,3-tetramethylguanidinium imidazol-1-ide",[N-1][C][=N][C][=C][Ring1][Branch1],[C][N][Branch1][#Branch2][C][=Branch1][C][=NH2+1][N][Branch1][C][C][C][C],992.8
1-isopropyl-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide,[N-1][Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1551.3
1-tert-butyl-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide,[N-1][Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][Branch1][C][C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1525.2
choline bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],1526.07
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[O][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1574.35
1-(2-hydroxyethyl)-pyridinium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[O][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1589.51
1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][O][C][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C],1433.2
"N,N,N-Trimethyl-1-decanaminium bis[(trifluoromethyl)sulfonyl]imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][Branch1][O][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C],1226
1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C],1410.9
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][C],1427.954286
1-methyl-3-nonylimidazolium bis(trifluoromethanesulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C][C],1299
1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1320.691429
1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C],1402.495714
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C],1474.757
1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][Branch1][C][C][C],1477.2
"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][Branch1][O][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C],1454
"1,2-dimethyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][Branch1][=N][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C],1395.5
3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][C][C][=N+1][Branch1][=Branch1][C][=C][C][=Ring1][=Branch1][C][C][C],1448.758
